timestamp,value
"2020-01-15 09:20:00",1
"2020-01-15 10:00:00",1
"2020-01-15 19:05:00",1
"2020-01-15 19:35:00",1
"2020-01-15 20:10:00",1
"2020-01-15 20:20:00",1
"2020-01-15 20:25:00",1
"2020-01-15 21:40:00",1
"2020-01-15 21:45:00",1
"2020-01-15 21:50:00",1
"2020-01-16 00:45:00",1
"2020-01-16 01:50:00",1
"2020-01-16 10:00:00",1
"2020-01-16 11:05:00",1
"2020-01-16 12:40:00",2
"2020-01-16 13:40:00",1
"2020-01-16 14:20:00",1
"2020-01-16 14:25:00",1
"2020-01-16 16:05:00",2
"2020-01-16 16:30:00",1
"2020-01-16 16:45:00",1
"2020-01-16 16:55:00",1
"2020-01-16 17:05:00",1
"2020-01-16 17:45:00",1
"2020-01-16 19:00:00",1
"2020-01-16 19:45:00",1
"2020-01-16 21:00:00",1
"2020-01-16 21:50:00",1
"2020-01-16 21:55:00",1
"2020-01-16 22:00:00",1
"2020-01-17 01:15:00",1
"2020-01-17 01:35:00",1
"2020-01-17 04:30:00",1
"2020-01-17 07:15:00",1
"2020-01-17 08:10:00",2
"2020-01-17 08:15:00",1
"2020-01-17 09:15:00",1
"2020-01-17 10:10:00",1
"2020-01-17 10:20:00",2
"2020-01-17 12:20:00",1
"2020-01-17 14:15:00",1
"2020-01-17 15:05:00",2
"2020-01-17 15:15:00",1
"2020-01-17 15:45:00",1
"2020-01-17 15:50:00",1
"2020-01-17 16:15:00",1
"2020-01-17 17:45:00",1
"2020-01-17 18:05:00",2
"2020-01-17 18:45:00",1
"2020-01-17 19:50:00",1
"2020-01-17 20:00:00",1
"2020-01-17 22:55:00",1
"2020-01-17 23:05:00",1
"2020-01-18 00:30:00",1
"2020-01-18 03:25:00",2
"2020-01-18 04:50:00",1
"2020-01-18 05:50:00",1
"2020-01-18 07:05:00",1
"2020-01-18 07:35:00",1
"2020-01-18 07:40:00",1
"2020-01-18 10:05:00",1
"2020-01-18 12:30:00",1
"2020-01-18 12:35:00",1
"2020-01-18 13:00:00",1
"2020-01-18 19:15:00",1
"2020-01-18 19:30:00",1
"2020-01-18 20:50:00",1
"2020-01-18 21:30:00",2
"2020-01-18 21:35:00",1
"2020-01-18 21:40:00",1
"2020-01-18 21:50:00",1
"2020-01-18 21:55:00",1
"2020-01-18 22:10:00",1
"2020-01-18 22:55:00",1
"2020-01-18 23:30:00",1
"2020-01-19 00:40:00",1
"2020-01-19 01:20:00",1
"2020-01-19 01:30:00",1
"2020-01-19 05:30:00",1
"2020-01-19 05:50:00",1
"2020-01-19 07:55:00",1
"2020-01-19 08:30:00",1
"2020-01-19 08:35:00",1
"2020-01-19 09:10:00",1
"2020-01-19 09:20:00",1
"2020-01-19 10:30:00",1
"2020-01-19 19:00:00",1
"2020-01-20 00:50:00",1
"2020-01-20 10:10:00",1
"2020-01-20 14:15:00",1
"2020-01-20 15:20:00",1
"2020-01-20 16:30:00",1
"2020-01-20 17:10:00",1
"2020-01-20 19:00:00",1
"2020-01-20 19:35:00",1
"2020-01-20 20:50:00",1
"2020-01-21 01:10:00",1
"2020-01-21 01:40:00",1
"2020-01-21 03:35:00",1
"2020-01-21 03:40:00",1
"2020-01-21 04:45:00",1
"2020-01-21 06:05:00",1
"2020-01-21 06:30:00",1
"2020-01-21 07:00:00",1
"2020-01-21 08:10:00",2
"2020-01-21 08:50:00",3
"2020-01-21 09:15:00",1
"2020-01-21 11:35:00",1
"2020-01-21 13:10:00",1
"2020-01-21 18:45:00",2
"2020-01-21 19:45:00",1
"2020-01-21 20:45:00",1
"2020-01-21 21:50:00",1
"2020-01-21 22:20:00",1
"2020-01-21 22:25:00",1
"2020-01-21 23:00:00",1
"2020-01-21 23:30:00",1
"2020-01-21 23:40:00",1
"2020-01-22 00:05:00",1
"2020-01-22 03:00:00",1
"2020-01-22 03:45:00",1
"2020-01-22 06:00:00",1
"2020-01-22 07:50:00",1
"2020-01-22 08:45:00",1
"2020-01-22 12:45:00",1
"2020-01-22 14:25:00",2
"2020-01-22 15:10:00",1
"2020-01-22 15:30:00",1
"2020-01-22 17:45:00",1
"2020-01-22 18:20:00",1
"2020-01-22 18:45:00",1
"2020-01-22 20:20:00",1
"2020-01-22 20:40:00",2
"2020-01-22 20:55:00",1
"2020-01-22 21:00:00",1
"2020-01-22 21:05:00",1
"2020-01-22 21:45:00",1
"2020-01-23 01:45:00",1
"2020-01-23 02:25:00",1
"2020-01-23 03:00:00",1
"2020-01-23 03:25:00",1
"2020-01-23 06:10:00",1
"2020-01-23 08:10:00",1
"2020-01-23 08:55:00",1
"2020-01-23 10:00:00",2
"2020-01-23 10:35:00",1
"2020-01-23 10:40:00",1
"2020-01-23 12:10:00",1
"2020-01-23 12:55:00",1
"2020-01-23 14:00:00",2
"2020-01-23 14:45:00",1
"2020-01-23 16:10:00",1
"2020-01-23 16:25:00",1
"2020-01-23 16:55:00",1
"2020-01-23 19:20:00",1
"2020-01-23 19:25:00",1
"2020-01-23 20:15:00",1
"2020-01-23 20:20:00",1
"2020-01-23 21:30:00",1
"2020-01-23 22:15:00",2
"2020-01-23 22:35:00",1
"2020-01-23 23:10:00",1
"2020-01-24 00:20:00",1
"2020-01-24 00:25:00",1
"2020-01-24 01:10:00",1
"2020-01-24 01:40:00",1
"2020-01-24 02:00:00",1
"2020-01-24 02:15:00",1
"2020-01-24 03:35:00",1
"2020-01-24 06:35:00",1
"2020-01-24 08:00:00",1
"2020-01-24 08:05:00",2
"2020-01-24 08:10:00",1
"2020-01-24 08:40:00",1
"2020-01-24 09:50:00",1
"2020-01-24 10:05:00",1
"2020-01-24 10:35:00",1
"2020-01-24 11:30:00",1
"2020-01-24 12:05:00",1
"2020-01-24 13:20:00",1
"2020-01-24 13:35:00",1
"2020-01-24 15:50:00",1
"2020-01-24 18:10:00",1
"2020-01-24 18:25:00",1
"2020-01-24 18:35:00",1
"2020-01-24 19:10:00",1
"2020-01-24 19:25:00",1
"2020-01-24 20:00:00",2
"2020-01-24 20:10:00",1
"2020-01-24 20:30:00",1
"2020-01-24 20:40:00",1
"2020-01-24 22:30:00",1
"2020-01-24 23:05:00",1
"2020-01-24 23:10:00",1
"2020-01-24 23:15:00",2
"2020-01-24 23:20:00",1
"2020-01-24 23:25:00",1
"2020-01-24 23:55:00",1
"2020-01-25 00:10:00",2
"2020-01-25 00:40:00",1
"2020-01-25 01:05:00",1
"2020-01-25 01:45:00",1
"2020-01-25 01:50:00",1
"2020-01-25 03:50:00",1
"2020-01-25 05:35:00",1
"2020-01-25 06:00:00",1
"2020-01-25 06:30:00",1
"2020-01-25 07:10:00",1
"2020-01-25 10:10:00",1
"2020-01-25 11:30:00",1
"2020-01-25 12:55:00",1
"2020-01-25 13:35:00",1
"2020-01-25 14:05:00",1
"2020-01-25 14:45:00",1
"2020-01-25 16:25:00",1
"2020-01-25 17:00:00",1
"2020-01-25 19:00:00",1
"2020-01-25 19:15:00",1
"2020-01-25 19:20:00",1
"2020-01-25 19:25:00",1
"2020-01-25 19:50:00",1
"2020-01-25 20:15:00",1
"2020-01-25 21:25:00",1
"2020-01-25 21:50:00",1
"2020-01-26 01:15:00",1
"2020-01-26 01:40:00",1
"2020-01-26 02:25:00",1
"2020-01-26 03:20:00",1
"2020-01-26 05:05:00",1
"2020-01-26 07:15:00",1
"2020-01-26 07:45:00",1
"2020-01-26 11:55:00",1
"2020-01-26 12:00:00",1
"2020-01-26 15:10:00",1
"2020-01-26 19:15:00",3
"2020-01-27 01:45:00",1
"2020-01-27 01:50:00",1
"2020-01-27 02:00:00",1
"2020-01-27 04:00:00",1
"2020-01-27 04:55:00",1
"2020-01-27 07:30:00",1
"2020-01-27 08:45:00",1
"2020-01-27 09:55:00",1
"2020-01-27 10:15:00",1
"2020-01-27 10:55:00",1
"2020-01-27 11:25:00",2
"2020-01-27 12:20:00",1
"2020-01-27 12:30:00",1
"2020-01-27 13:55:00",1
"2020-01-27 15:10:00",1
